Time,Latitude,Longitude,so2,no2,co,o3
2021011901,37.4873589,126.9249133,0.003,0.015,0.4,0.021
2021011901,37.5045472,126.9923083,0.004,0.011,0.2,0.027
2021011901,37.5175463,127.0457754,0.004,0.01,0.4,0.027
2021011901,37.5026878,127.090327,0.003,0.012,0.4,0.03
2021011901,37.5449889,127.1345993,0.003,0.012,0.4,0.027
2021011902,37.5720206,127.0028188,0.003,0.012,0.4,0.027
2021011902,37.5643025,126.972863,0.003,0.009,0.3,0.028
2021011902,37.5400369,127.0026613,0.003,0.01,0.4,0.02
2021011902,37.6100837,126.9327668,0.004,0.008,0.4,0.031
2021011902,37.5937296,126.9475606,0.005,0.007,0.4,0.029
2021011902,37.5555946,126.9033715,0.003,0.012,0.4,0.022
2021011902,37.5420433,127.0474968,0.003,0.014,0.4,0.03
2021011902,37.5471845,127.0903042,0.002,0.008,0.3,0.022
2021011902,37.5757027,127.0265201,0.003,0.016,0.4,0.025
2021011902,37.5848722,127.0917968,0.003,0.013,0.4,0.023
2021011902,37.6067767,127.0251684,0.003,0.012,0.5,0.025
2021011902,37.6478908,127.0096919,0.003,0.009,0.4,0.024
2021011902,37.6541403,127.0268011,0.002,0.009,0.3,0.028
2021011902,37.6587785,127.0663167,0.003,0.01,0.4,0.028
2021011902,37.5201765,126.8581048,0.003,0.014,0.4,0.023
2021011902,37.5446442,126.8329619,0.003,0.011,0.4,0.026
2021011902,37.498268,126.8879302,0.004,0.015,0.3,0.026
2021011902,37.4523573,126.9060964,0.003,0.012,0.4,0.028
2021011902,37.5263482,126.8940673,0.003,0.011,0.4,0.023
2021011902,37.4809317,126.9694092,0.003,0.012,0.3,0.024
2021011902,37.4873589,126.9249133,0.003,0.016,0.4,0.021
2021011902,37.5045472,126.9923083,0.004,0.012,0.3,0.025
2021011902,37.5175463,127.0457754,0.004,0.011,0.4,0.026
2021011902,37.5026878,127.090327,0.003,0.012,0.4,0.03
2021011902,37.5449889,127.1345993,0.003,0.012,0.4,0.027
2021011903,37.5720206,127.0028188,0.002,0.014,0.4,0.025
2021011903,37.5643025,126.972863,0.003,0.012,0.4,0.025
2021011903,37.5400369,127.0026613,0.003,0.012,0.4,0.017
2021011903,37.6100837,126.9327668,0.004,0.009,0.4,0.029
2021011903,37.5937296,126.9475606,0.007,0.014,0.6,0.023
2021011903,37.5555946,126.9033715,0.003,0.016,0.4,0.019
2021011903,37.5420433,127.0474968,0.003,0.012,0.4,0.031
2021011903,37.5471845,127.0903042,0.002,0.008,0.3,0.021
2021011903,37.5757027,127.0265201,0.004,0.014,0.4,0.025
2021011903,37.5848722,127.0917968,0.003,0.013,0.4,0.022
2021011903,37.6067767,127.0251684,0.003,0.013,0.5,0.024
2021011903,37.6478908,127.0096919,0.003,0.01,0.4,0.02
2021011903,37.6541403,127.0268011,0.002,0.008,0.3,0.028
2021011903,37.6587785,127.0663167,0.003,0.01,0.4,0.026
2021011903,37.5201765,126.8581048,0.003,0.014,0.4,0.022
2021011903,37.5446442,126.8329619,0.003,0.013,0.4,0.025
2021011903,37.498268,126.8879302,0.004,0.014,0.3,0.026
2021011903,37.4523573,126.9060964,0.003,0.014,0.4,0.025
2021011903,37.5263482,126.8940673,0.003,0.011,0.4,0.023
2021011903,37.4809317,126.9694092,0.003,0.018,0.3,0.019
2021011903,37.4873589,126.9249133,0.003,0.018,0.4,0.019
2021011903,37.5045472,126.9923083,0.004,0.016,0.3,0.021
2021011903,37.5175463,127.0457754,0.003,0.01,0.4,0.027
2021011903,37.5026878,127.090327,0.003,0.01,0.4,0.031
2021011903,37.5449889,127.1345993,0.003,0.012,0.4,0.027
2021011904,37.5720206,127.0028188,0.002,0.014,0.4,0.024
2021011904,37.5643025,126.972863,0.002,0.016,0.4,0.021
2021011904,37.5400369,127.0026613,0.002,0.015,0.4,0.015
2021011904,37.6100837,126.9327668,0.004,0.012,0.4,0.026
2021011904,37.5937296,126.9475606,0.005,0.015,0.4,0.021
2021011904,37.5555946,126.9033715,0.003,0.016,0.4,0.019
2021011904,37.5420433,127.0474968,0.003,0.013,0.4,0.029
2021011904,37.5471845,127.0903042,0.002,0.011,0.4,0.018
2021011904,37.5757027,127.0265201,0.004,0.02,0.4,0.021
2021011904,37.5848722,127.0917968,0.003,0.018,0.4,0.019
2021011904,37.6067767,127.0251684,0.003,0.02,0.5,0.019
2021011904,37.6478908,127.0096919,0.003,0.013,0.4,0.018
2021011904,37.6541403,127.0268011,0.002,0.008,0.3,0.028
2021011904,37.6587785,127.0663167,0.003,0.015,0.4,0.022
2021011904,37.5201765,126.8581048,0.002,0.023,0.4,0.015
2021011904,37.5446442,126.8329619,0.003,0.014,0.3,0.022
2021011904,37.498268,126.8879302,0.004,0.019,0.3,0.021
2021011904,37.4523573,126.9060964,0.004,0.02,0.4,0.02
2021011904,37.5263482,126.8940673,0.003,0.013,0.4,0.021
2021011904,37.4809317,126.9694092,0.003,0.022,0.4,0.015
2021011904,37.4873589,126.9249133,0.003,0.018,0.4,0.018
2021011904,37.5045472,126.9923083,0.004,0.017,0.3,0.021
2021011904,37.5175463,127.0457754,0.003,0.013,0.4,0.024
2021011904,37.5026878,127.090327,0.004,0.014,0.4,0.027
2021011904,37.5449889,127.1345993,0.003,0.015,0.4,0.024
2021011905,37.5720206,127.0028188,0.003,0.021,0.5,0.018
2021011905,37.5643025,126.972863,0.002,0.02,0.4,0.017
2021011905,37.5400369,127.0026613,0.003,0.019,0.5,0.012
2021011905,37.6100837,126.9327668,0.003,0.016,0.4,0.019
2021011905,37.5937296,126.9475606,0.006,0.02,0.7,0.015
2021011905,37.5555946,126.9033715,0.002,0.027,0.4,0.011
2021011905,37.5420433,127.0474968,0.003,0.016,0.4,0.025
2021011905,37.5471845,127.0903042,0.002,0.017,0.4,0.014
2021011905,37.5757027,127.0265201,0.003,0.024,0.4,0.017
2021011905,37.5848722,127.0917968,0.003,0.019,0.4,0.017
2021011905,37.6067767,127.0251684,0.003,0.022,0.5,0.017
2021011905,37.6478908,127.0096919,0.002,0.013,0.4,0.018
2021011905,37.6541403,127.0268011,0.002,0.018,0.3,0.02
2021011905,37.6587785,127.0663167,0.004,0.022,0.5,0.016
2021011905,37.5201765,126.8581048,0.003,0.021,0.4,0.017
2021011905,37.5446442,126.8329619,0.003,0.019,0.4,0.019
2021011905,37.498268,126.8879302,0.004,0.022,0.3,0.018
2021011905,37.4523573,126.9060964,0.003,0.027,0.5,0.013
2021011905,37.5263482,126.8940673,0.003,0.019,0.4,0.015
2021011905,37.4809317,126.9694092,0.003,0.025,0.4,0.013
2021011905,37.4873589,126.9249133,0.003,0.023,0.4,0.016
2021011905,37.5045472,126.9923083,0.004,0.034,0.3,0.008
2021011905,37.5175463,127.0457754,0.004,0.019,0.4,0.019
2021011905,37.5026878,127.090327,0.003,0.018,0.4,0.023
2021011905,37.5449889,127.1345993,0.003,0.02,0.4,0.019
2021011906,37.5720206,127.0028188,0.003,0.023,0.5,0.016
2021011906,37.5643025,126.972863,0.002,0.024,0.5,0.015
2021011906,37.5400369,127.0026613,0.002,0.025,0.4,0.008
2021011906,37.6100837,126.9327668,0.003,0.023,0.4,0.012
2021011906,37.5937296,126.9475606,0.009,0.032,0.9,0.007
2021011906,37.5555946,126.9033715,0.003,0.033,0.5,0.007
2021011906,37.5420433,127.0474968,0.003,0.022,0.4,0.015
2021011906,37.5471845,127.0903042,0.002,0.015,0.4,0.014
2021011906,37.5757027,127.0265201,0.004,0.031,0.4,0.011
2021011906,37.5848722,127.0917968,0.003,0.018,0.4,0.016
2021011906,37.6067767,127.0251684,0.004,0.03,0.6,0.011
2021011906,37.6478908,127.0096919,0.002,0.015,0.4,0.015
2021011906,37.6541403,127.0268011,0.002,0.022,0.4,0.015
2021011906,37.6587785,127.0663167,0.003,0.022,0.5,0.015
2021011906,37.5201765,126.8581048,0.003,0.038,0.5,0.005
2021011906,37.5446442,126.8329619,0.004,0.036,0.4,0.005
2021011906,37.498268,126.8879302,0.004,0.033,0.4,0.01
2021011906,37.4523573,126.9060964,0.003,0.039,0.5,0.003
2021011906,37.5263482,126.8940673,0.003,0.03,0.5,0.008
2021011906,37.4809317,126.9694092,0.002,0.035,0.5,0.005
2021011906,37.4873589,126.9249133,0.003,0.033,0.5,0.008
2021011906,37.5045472,126.9923083,0.004,0.034,0.3,0.01
2021011906,37.5175463,127.0457754,0.004,0.032,0.4,0.008
2021011906,37.5026878,127.090327,0.004,0.032,0.5,0.011
2021011906,37.5449889,127.1345993,0.003,0.036,0.5,0.006
2021011907,37.5720206,127.0028188,0.003,0.038,0.6,0.003
2021011907,37.5643025,126.972863,0.002,0.033,0.6,0.007
2021011907,37.5400369,127.0026613,0.003,0.029,0.4,0.006
2021011907,37.6100837,126.9327668,0.003,0.026,0.5,0.009
2021011907,37.5937296,126.9475606,0.008,0.037,0.9,0.004
2021011907,37.5555946,126.9033715,0.003,0.036,0.5,0.006
2021011907,37.5420433,127.0474968,0.004,0.032,0.6,0.004
2021011907,37.5471845,127.0903042,0.002,0.02,0.4,0.011
2021011907,37.5757027,127.0265201,0.003,0.041,0.5,0.004
2021011907,37.5848722,127.0917968,0.003,0.032,0.5,0.009
2021011907,37.6067767,127.0251684,0.003,0.037,0.7,0.005
2021011907,37.6478908,127.0096919,0.003,0.02,0.4,0.013
2021011907,37.6541403,127.0268011,0.002,0.029,0.4,0.01
2021011907,37.6587785,127.0663167,0.004,0.034,0.6,0.007
2021011907,37.5201765,126.8581048,0.004,0.042,0.6,0.002
2021011907,37.5446442,126.8329619,0.003,0.038,0.5,0.003
2021011907,37.498268,126.8879302,0.005,0.04,0.4,0.004
2021011907,37.4523573,126.9060964,0.003,0.043,0.7,0.002
2021011907,37.5263482,126.8940673,0.003,0.033,0.5,0.006
2021011907,37.4809317,126.9694092,0.003,0.043,0.5,0.002
2021011907,37.4873589,126.9249133,0.003,0.044,0.5,0.002
2021011907,37.5045472,126.9923083,0.004,0.051,0.4,0.003
2021011907,37.5175463,127.0457754,0.004,0.039,0.5,0.002
2021011907,37.5026878,127.090327,0.002,0.04,0.5,0.003
2021011907,37.5449889,127.1345993,0.003,0.041,0.5,0.003
2021011908,37.5720206,127.0028188,0.002,0.039,0.7,0.005
2021011908,37.5643025,126.972863,0.002,0.038,0.6,0.006
2021011908,37.5400369,127.0026613,0.003,0.035,0.5,0.004
2021011908,37.6100837,126.9327668,0.003,0.028,0.5,0.008
2021011908,37.5937296,126.9475606,0.009,0.033,1.0,0.007
2021011908,37.5555946,126.9033715,0.003,0.035,0.5,0.007
2021011908,37.5420433,127.0474968,0.003,0.035,0.6,0.005
2021011908,37.5471845,127.0903042,0.002,0.032,0.6,0.004
2021011908,37.5757027,127.0265201,0.004,0.043,0.6,0.005
2021011908,37.5848722,127.0917968,0.003,0.036,0.5,0.006
2021011908,37.6067767,127.0251684,0.004,0.035,0.7,0.006
2021011908,37.6478908,127.0096919,0.003,0.022,0.5,0.012
2021011908,37.6541403,127.0268011,0.002,0.033,0.5,0.008
2021011908,37.6587785,127.0663167,0.003,0.022,0.5,0.016
2021011908,37.5201765,126.8581048,0.005,0.034,0.6,0.008
2021011908,37.5446442,126.8329619,0.004,0.033,0.5,0.008
2021011908,37.498268,126.8879302,0.005,0.034,0.4,0.009
2021011908,37.4523573,126.9060964,0.003,0.044,0.7,0.004
2021011908,37.5263482,126.8940673,0.003,0.026,0.5,0.01
2021011908,37.4809317,126.9694092,0.003,0.04,0.6,0.005
2021011908,37.4873589,126.9249133,0.003,0.042,0.6,0.003
2021011908,37.5045472,126.9923083,0.004,0.046,0.4,0.005
2021011908,37.5175463,127.0457754,0.003,0.04,0.6,0.003
2021011908,37.5026878,127.090327,0.004,0.043,0.8,0.005
2021011908,37.5449889,127.1345993,0.003,0.033,0.5,0.009
2021011909,37.5720206,127.0028188,0.004,0.037,0.8,0.008
2021011909,37.5643025,126.972863,0.003,0.04,0.8,0.007
2021011909,37.5400369,127.0026613,0.004,0.035,0.6,0.006
2021011909,37.6100837,126.9327668,0.004,0.026,0.5,0.013
2021011909,37.5937296,126.9475606,0.007,0.032,0.8,0.009
2021011909,37.5555946,126.9033715,0.003,0.031,0.5,0.012
2021011909,37.5420433,127.0474968,0.004,0.034,0.6,0.009
2021011909,37.5471845,127.0903042,0.002,0.035,0.6,0.006
2021011909,37.5757027,127.0265201,0.004,0.041,0.6,0.008
2021011909,37.5848722,127.0917968,0.004,0.029,0.5,0.012
2021011909,37.6067767,127.0251684,0.004,0.036,0.8,0.008
2021011909,37.6478908,127.0096919,0.004,0.025,0.5,0.014
2021011909,37.6541403,127.0268011,0.003,0.027,0.5,0.012
2021011909,37.6587785,127.0663167,0.003,0.021,0.5,0.018
2021011909,37.5201765,126.8581048,0.004,0.028,0.5,0.012
2021011909,37.5446442,126.8329619,0.004,0.027,0.5,0.014
2021011909,37.498268,126.8879302,0.005,0.033,0.4,0.011
2021011909,37.4523573,126.9060964,0.003,0.036,0.6,0.01
2021011909,37.5263482,126.8940673,0.003,0.03,0.6,0.009
2021011909,37.4809317,126.9694092,0.003,0.037,0.6,0.008
2021011909,37.4873589,126.9249133,0.004,0.039,0.7,0.007
2021011909,37.5045472,126.9923083,0.004,0.043,0.5,0.007
2021011909,37.5175463,127.0457754,0.003,0.037,0.6,0.005
2021011909,37.5026878,127.090327,0.003,0.036,0.6,0.01
2021011909,37.5449889,127.1345993,0.003,0.027,0.5,0.013
2021011910,37.5720206,127.0028188,0.003,0.036,0.8,0.01
2021011910,37.5643025,126.972863,0.003,0.046,0.8,0.006
2021011910,37.5400369,127.0026613,0.004,0.034,0.6,0.008
2021011910,37.6100837,126.9327668,0.004,0.023,0.5,0.018
2021011910,37.5937296,126.9475606,0.005,0.035,0.7,0.011
2021011910,37.5555946,126.9033715,0.003,0.033,0.5,0.011
2021011910,37.5420433,127.0474968,0.004,0.034,0.6,0.013
2021011910,37.5471845,127.0903042,0.002,0.029,0.5,0.011
2021011910,37.5757027,127.0265201,0.004,0.041,0.7,0.01
2021011910,37.5848722,127.0917968,0.004,0.028,0.5,0.014
2021011910,37.6067767,127.0251684,0.004,0.033,0.7,0.011
2021011910,37.6478908,127.0096919,0.003,0.025,0.5,0.015
2021011910,37.6541403,127.0268011,0.003,0.024,0.5,0.016
2021011910,37.6587785,127.0663167,0.003,0.022,0.5,0.018
2021011910,37.5201765,126.8581048,0.004,0.029,0.5,0.014
2021011910,37.5446442,126.8329619,0.003,0.029,0.5,0.014
2021011910,37.498268,126.8879302,0.005,0.033,0.5,0.011
2021011910,37.4523573,126.9060964,0.003,0.034,0.6,0.013
2021011910,37.5263482,126.8940673,0.003,0.035,0.7,0.009
2021011910,37.4809317,126.9694092,0.003,0.039,0.6,0.009
2021011910,37.4873589,126.9249133,0.003,0.04,0.7,0.007
2021011910,37.5045472,126.9923083,0.004,0.043,0.5,0.009
2021011910,37.5175463,127.0457754,0.004,0.038,0.7,0.008
2021011910,37.5026878,127.090327,0.004,0.037,0.6,0.012
2021011910,37.5449889,127.1345993,0.003,0.027,0.5,0.015
2021011911,37.5720206,127.0028188,0.003,0.034,0.7,0.013
2021011911,37.5400369,127.0026613,0.003,0.032,0.6,0.01
2021011911,37.6100837,126.9327668,0.004,0.027,0.5,0.017
2021011911,37.5937296,126.9475606,0.005,0.035,0.6,0.012
2021011911,37.5555946,126.9033715,0.003,0.033,0.5,0.013
2021011911,37.5420433,127.0474968,0.004,0.037,0.6,0.013
2021011911,37.5471845,127.0903042,0.002,0.027,0.5,0.013
2021011911,37.5757027,127.0265201,0.004,0.034,0.5,0.015
2021011911,37.5848722,127.0917968,0.004,0.026,0.5,0.016
2021011911,37.6067767,127.0251684,0.004,0.033,0.7,0.011
2021011911,37.6478908,127.0096919,0.004,0.028,0.5,0.015
2021011911,37.6541403,127.0268011,0.002,0.023,0.4,0.018
2021011911,37.6587785,127.0663167,0.003,0.02,0.5,0.021
2021011911,37.5201765,126.8581048,0.003,0.031,0.5,0.015
2021011911,37.5446442,126.8329619,0.003,0.027,0.5,0.017
2021011911,37.498268,126.8879302,0.005,0.034,0.5,0.012
2021011911,37.4523573,126.9060964,0.003,0.036,0.6,0.012
2021011911,37.5263482,126.8940673,0.003,0.034,0.6,0.012
2021011911,37.4809317,126.9694092,0.003,0.039,0.6,0.009
2021011911,37.4873589,126.9249133,0.003,0.04,0.6,0.008
2021011911,37.5045472,126.9923083,0.004,0.041,0.5,0.01
2021011911,37.5175463,127.0457754,0.004,0.036,0.6,0.011
2021011911,37.5026878,127.090327,0.004,0.035,0.6,0.014
2021011911,37.5449889,127.1345993,0.003,0.028,0.5,0.016
2021011912,37.5720206,127.0028188,0.003,0.039,0.7,0.012
2021011912,37.5400369,127.0026613,0.003,0.034,0.6,0.01
2021011912,37.6100837,126.9327668,0.004,0.018,0.4,0.024
2021011912,37.5937296,126.9475606,0.004,0.023,0.5,0.02
2021011912,37.5555946,126.9033715,0.003,0.026,0.5,0.017
2021011912,37.5420433,127.0474968,0.004,0.038,0.6,0.015
2021011912,37.5471845,127.0903042,0.002,0.028,0.5,0.014
2021011912,37.5757027,127.0265201,0.004,0.039,0.6,0.014
2021011912,37.5848722,127.0917968,0.004,0.03,0.5,0.016
2021011912,37.6067767,127.0251684,0.004,0.035,0.7,0.011
2021011912,37.6478908,127.0096919,0.004,0.031,0.5,0.014
2021011912,37.6541403,127.0268011,0.002,0.021,0.4,0.02
2021011912,37.6587785,127.0663167,0.003,0.022,0.5,0.02
2021011912,37.5201765,126.8581048,0.004,0.029,0.5,0.017
2021011912,37.5446442,126.8329619,0.004,0.028,0.4,0.018
2021011912,37.498268,126.8879302,0.004,0.031,0.4,0.016
2021011912,37.4523573,126.9060964,0.003,0.039,0.6,0.012
2021011912,37.5263482,126.8940673,0.003,0.032,0.6,0.013
2021011912,37.4809317,126.9694092,0.003,0.037,0.6,0.011
2021011912,37.4873589,126.9249133,0.003,0.039,0.6,0.01
2021011912,37.5045472,126.9923083,0.004,0.042,0.5,0.011
2021011912,37.5175463,127.0457754,0.004,0.038,0.6,0.012
2021011912,37.5026878,127.090327,0.004,0.033,0.6,0.017
2021011912,37.5449889,127.1345993,0.003,0.027,0.5,0.018
2021011913,37.5720206,127.0028188,0.003,0.04,0.8,0.011
2021011913,37.5643025,126.972863,0.003,0.037,0.5,0.01
2021011913,37.5400369,127.0026613,0.003,0.036,0.6,0.01
2021011913,37.6100837,126.9327668,0.004,0.019,0.4,0.024
2021011913,37.5937296,126.9475606,0.004,0.022,0.4,0.021
2021011913,37.5555946,126.9033715,0.003,0.025,0.4,0.02
2021011913,37.5420433,127.0474968,0.004,0.042,0.7,0.012
2021011913,37.5471845,127.0903042,0.002,0.029,0.5,0.013
2021011913,37.5757027,127.0265201,0.004,0.045,0.7,0.012
2021011913,37.5848722,127.0917968,0.003,0.036,0.5,0.014
2021011913,37.6067767,127.0251684,0.004,0.042,0.8,0.01
